country,year,sex,age,suicides_no,population,suicides/100k pop,gdp_for_year ($),gdp_per_capita ($),generation,new_age,sex_numeric,gdp_billion,Category
Albania,2009,male,55-74 years,0,234570,0.0,12044212904.0,4387,Silent,4,1,12.044212904,Rest of the World
Albania,2009,male,75+ years,0,47331,0.0,12044212904.0,4387,Silent,5,1,12.044212904,Rest of the World
Albania,2010,male,55-74 years,20,241852,8.27,11926953259.0,4359,Silent,4,1,11.926953259,Rest of the World
Albania,2010,male,35-54 years,20,371611,5.38,11926953259.0,4359,Generation X,3,1,11.926953259,Rest of the World
Albania,2010,male,25-34 years,9,179720,5.01,11926953259.0,4359,Generation X,2,1,11.926953259,Rest of the World
Albania,2010,male,75+ years,2,50767,3.94,11926953259.0,4359,Silent,5,1,11.926953259,Rest of the World
Albania,2010,male,15-24 years,10,279508,3.58,11926953259.0,4359,Millennials,1,1,11.926953259,Rest of the World
Albania,2010,female,25-34 years,6,183579,3.27,11926953259.0,4359,Generation X,2,0,11.926953259,Rest of the World
Albania,2010,female,75+ years,2,64415,3.1,11926953259.0,4359,Silent,5,0,11.926953259,Rest of the World
Albania,2010,female,35-54 years,12,394593,3.04,11926953259.0,4359,Generation X,3,0,11.926953259,Rest of the World
Albania,2010,female,55-74 years,7,241491,2.9,11926953259.0,4359,Silent,4,0,11.926953259,Rest of the World
Albania,2010,female,15-24 years,6,263581,2.28,11926953259.0,4359,Millennials,1,0,11.926953259,Rest of the World
Albania,2010,female,5-14 years,2,223969,0.89,11926953259.0,4359,Generation Z,0,0,11.926953259,Rest of the World
Albania,2010,male,5-14 years,0,240939,0.0,11926953259.0,4359,Generation Z,0,1,11.926953259,Rest of the World
Antigua and Barbuda,1985,female,15-24 years,0,7709,0.0,240923926.0,3850,Generation X,1,0,0.240923926,Rest of the World
Antigua and Barbuda,1985,female,25-34 years,0,6344,0.0,240923926.0,3850,Boomers,2,0,0.240923926,Rest of the World
Antigua and Barbuda,1985,female,35-54 years,0,6173,0.0,240923926.0,3850,Silent,3,0,0.240923926,Rest of the World
Antigua and Barbuda,1985,female,5-14 years,0,7339,0.0,240923926.0,3850,Generation X,0,0,0.240923926,Rest of the World
Antigua and Barbuda,1985,female,55-74 years,0,3778,0.0,240923926.0,3850,G.I. Generation,4,0,0.240923926,Rest of the World
Antigua and Barbuda,1985,female,75+ years,0,949,0.0,240923926.0,3850,G.I. Generation,5,0,0.240923926,Rest of the World
Antigua and Barbuda,1985,male,15-24 years,0,7667,0.0,240923926.0,3850,Generation X,1,1,0.240923926,Rest of the World
Antigua and Barbuda,1985,male,25-34 years,0,6194,0.0,240923926.0,3850,Boomers,2,1,0.240923926,Rest of the World
Antigua and Barbuda,1985,male,35-54 years,0,5970,0.0,240923926.0,3850,Silent,3,1,0.240923926,Rest of the World
Antigua and Barbuda,1985,male,5-14 years,0,7304,0.0,240923926.0,3850,Generation X,0,1,0.240923926,Rest of the World
Antigua and Barbuda,1985,male,55-74 years,0,2723,0.0,240923926.0,3850,G.I. Generation,4,1,0.240923926,Rest of the World
Antigua and Barbuda,1985,male,75+ years,0,424,0.0,240923926.0,3850,G.I. Generation,5,1,0.240923926,Rest of the World
Antigua and Barbuda,1986,female,15-24 years,0,7668,0.0,290440148.0,4740,Generation X,1,0,0.290440148,Rest of the World
Antigua and Barbuda,1986,female,25-34 years,0,6209,0.0,290440148.0,4740,Boomers,2,0,0.290440148,Rest of the World
Antigua and Barbuda,1986,female,35-54 years,0,6101,0.0,290440148.0,4740,Silent,3,0,0.290440148,Rest of the World
Antigua and Barbuda,1986,female,5-14 years,0,6907,0.0,290440148.0,4740,Generation X,0,0,0.290440148,Rest of the World
Antigua and Barbuda,1986,female,55-74 years,0,3764,0.0,290440148.0,4740,G.I. Generation,4,0,0.290440148,Rest of the World
Antigua and Barbuda,1986,female,75+ years,0,1014,0.0,290440148.0,4740,G.I. Generation,5,0,0.290440148,Rest of the World
Antigua and Barbuda,1986,male,15-24 years,0,7563,0.0,290440148.0,4740,Generation X,1,1,0.290440148,Rest of the World
Antigua and Barbuda,1986,male,25-34 years,0,6023,0.0,290440148.0,4740,Boomers,2,1,0.290440148,Rest of the World
Antigua and Barbuda,1986,male,35-54 years,0,5947,0.0,290440148.0,4740,Silent,3,1,0.290440148,Rest of the World
Antigua and Barbuda,1986,male,5-14 years,0,6827,0.0,290440148.0,4740,Generation X,0,1,0.290440148,Rest of the World
Antigua and Barbuda,1986,male,55-74 years,0,2771,0.0,290440148.0,4740,G.I. Generation,4,1,0.290440148,Rest of the World
Antigua and Barbuda,1986,male,75+ years,0,476,0.0,290440148.0,4740,G.I. Generation,5,1,0.290440148,Rest of the World
Antigua and Barbuda,1987,female,15-24 years,0,7583,0.0,337174852.0,5595,Generation X,1,0,0.337174852,Rest of the World
Antigua and Barbuda,1987,female,25-34 years,0,6101,0.0,337174852.0,5595,Boomers,2,0,0.337174852,Rest of the World
Antigua and Barbuda,1987,female,35-54 years,0,6059,0.0,337174852.0,5595,Silent,3,0,0.337174852,Rest of the World
Antigua and Barbuda,1987,female,5-14 years,0,6623,0.0,337174852.0,5595,Generation X,0,0,0.337174852,Rest of the World
Antigua and Barbuda,1987,female,55-74 years,0,3738,0.0,337174852.0,5595,G.I. Generation,4,0,0.337174852,Rest of the World
Antigua and Barbuda,1987,female,75+ years,0,1081,0.0,337174852.0,5595,G.I. Generation,5,0,0.337174852,Rest of the World
Antigua and Barbuda,1987,male,15-24 years,0,7421,0.0,337174852.0,5595,Generation X,1,1,0.337174852,Rest of the World
Antigua and Barbuda,1987,male,25-34 years,0,5893,0.0,337174852.0,5595,Boomers,2,1,0.337174852,Rest of the World
Antigua and Barbuda,1987,male,35-54 years,0,5927,0.0,337174852.0,5595,Silent,3,1,0.337174852,Rest of the World
Antigua and Barbuda,1987,male,5-14 years,0,6499,0.0,337174852.0,5595,Generation X,0,1,0.337174852,Rest of the World
Antigua and Barbuda,1987,male,55-74 years,0,2798,0.0,337174852.0,5595,G.I. Generation,4,1,0.337174852,Rest of the World
Antigua and Barbuda,1987,male,75+ years,0,538,0.0,337174852.0,5595,G.I. Generation,5,1,0.337174852,Rest of the World
Antigua and Barbuda,1988,female,15-24 years,0,7413,0.0,398637741.0,6693,Generation X,1,0,0.398637741,Rest of the World
Antigua and Barbuda,1988,female,25-34 years,0,6041,0.0,398637741.0,6693,Boomers,2,0,0.398637741,Rest of the World
Antigua and Barbuda,1988,female,35-54 years,0,6021,0.0,398637741.0,6693,Silent,3,0,0.398637741,Rest of the World
Antigua and Barbuda,1988,female,5-14 years,0,6527,0.0,398637741.0,6693,Generation X,0,0,0.398637741,Rest of the World
Antigua and Barbuda,1988,female,55-74 years,0,3708,0.0,398637741.0,6693,G.I. Generation,4,0,0.398637741,Rest of the World
Antigua and Barbuda,1988,female,75+ years,0,1141,0.0,398637741.0,6693,G.I. Generation,5,0,0.398637741,Rest of the World
Antigua and Barbuda,1988,male,15-24 years,0,7209,0.0,398637741.0,6693,Generation X,1,1,0.398637741,Rest of the World
Antigua and Barbuda,1988,male,25-34 years,0,5826,0.0,398637741.0,6693,Boomers,2,1,0.398637741,Rest of the World
Antigua and Barbuda,1988,male,35-54 years,0,5907,0.0,398637741.0,6693,Silent,3,1,0.398637741,Rest of the World
Antigua and Barbuda,1988,male,5-14 years,0,6355,0.0,398637741.0,6693,Generation X,0,1,0.398637741,Rest of the World
Antigua and Barbuda,1988,male,55-74 years,0,2813,0.0,398637741.0,6693,G.I. Generation,4,1,0.398637741,Rest of the World
Antigua and Barbuda,1988,male,75+ years,0,603,0.0,398637741.0,6693,G.I. Generation,5,1,0.398637741,Rest of the World
Antigua and Barbuda,1989,female,15-24 years,0,7152,0.0,438794778.0,7407,Generation X,1,0,0.438794778,Rest of the World
Antigua and Barbuda,1989,female,25-34 years,0,6059,0.0,438794778.0,7407,Boomers,2,0,0.438794778,Rest of the World
Antigua and Barbuda,1989,female,35-54 years,0,5969,0.0,438794778.0,7407,Silent,3,0,0.438794778,Rest of the World
Antigua and Barbuda,1989,female,5-14 years,0,6621,0.0,438794778.0,7407,Generation X,0,0,0.438794778,Rest of the World
Antigua and Barbuda,1989,female,55-74 years,0,3696,0.0,438794778.0,7407,G.I. Generation,4,0,0.438794778,Rest of the World
Antigua and Barbuda,1989,female,75+ years,0,1195,0.0,438794778.0,7407,G.I. Generation,5,0,0.438794778,Rest of the World
Antigua and Barbuda,1989,male,15-24 years,0,6927,0.0,438794778.0,7407,Generation X,1,1,0.438794778,Rest of the World
Antigua and Barbuda,1989,male,25-34 years,0,5835,0.0,438794778.0,7407,Boomers,2,1,0.438794778,Rest of the World
Antigua and Barbuda,1989,male,35-54 years,0,5862,0.0,438794778.0,7407,Silent,3,1,0.438794778,Rest of the World
Antigua and Barbuda,1989,male,5-14 years,0,6403,0.0,438794778.0,7407,Generation X,0,1,0.438794778,Rest of the World
Antigua and Barbuda,1989,male,55-74 years,0,2843,0.0,438794778.0,7407,G.I. Generation,4,1,0.438794778,Rest of the World
Antigua and Barbuda,1989,male,75+ years,0,676,0.0,438794778.0,7407,G.I. Generation,5,1,0.438794778,Rest of the World
Antigua and Barbuda,1990,male,35-54 years,1,5799,17.24,459469074.0,7744,Silent,3,1,0.459469074,Rest of the World
Antigua and Barbuda,1990,female,15-24 years,0,6827,0.0,459469074.0,7744,Generation X,1,0,0.459469074,Rest of the World
Antigua and Barbuda,1990,female,25-34 years,0,6172,0.0,459469074.0,7744,Boomers,2,0,0.459469074,Rest of the World
Antigua and Barbuda,1990,female,35-54 years,0,5895,0.0,459469074.0,7744,Silent,3,0,0.459469074,Rest of the World
Antigua and Barbuda,1990,female,5-14 years,0,6877,0.0,459469074.0,7744,Generation X,0,0,0.459469074,Rest of the World
Antigua and Barbuda,1990,female,55-74 years,0,3706,0.0,459469074.0,7744,G.I. Generation,4,0,0.459469074,Rest of the World
Antigua and Barbuda,1990,female,75+ years,0,1252,0.0,459469074.0,7744,G.I. Generation,5,0,0.459469074,Rest of the World
Antigua and Barbuda,1990,male,15-24 years,0,6598,0.0,459469074.0,7744,Generation X,1,1,0.459469074,Rest of the World
Antigua and Barbuda,1990,male,25-34 years,0,5937,0.0,459469074.0,7744,Boomers,2,1,0.459469074,Rest of the World
Antigua and Barbuda,1990,male,5-14 years,0,6611,0.0,459469074.0,7744,Generation X,0,1,0.459469074,Rest of the World
Antigua and Barbuda,1990,male,55-74 years,0,2902,0.0,459469074.0,7744,G.I. Generation,4,1,0.459469074,Rest of the World
Antigua and Barbuda,1990,male,75+ years,0,758,0.0,459469074.0,7744,G.I. Generation,5,1,0.459469074,Rest of the World
Antigua and Barbuda,1991,female,15-24 years,0,6595,0.0,481706333.0,7976,Generation X,1,0,0.481706333,Rest of the World
Antigua and Barbuda,1991,female,25-34 years,0,6396,0.0,481706333.0,7976,Boomers,2,0,0.481706333,Rest of the World
Antigua and Barbuda,1991,female,35-54 years,0,6198,0.0,481706333.0,7976,Boomers,3,0,0.481706333,Rest of the World
Antigua and Barbuda,1991,female,5-14 years,0,7089,0.0,481706333.0,7976,Millennials,0,0,0.481706333,Rest of the World
Antigua and Barbuda,1991,female,55-74 years,0,3665,0.0,481706333.0,7976,Silent,4,0,0.481706333,Rest of the World
Antigua and Barbuda,1991,female,75+ years,0,1293,0.0,481706333.0,7976,G.I. Generation,5,0,0.481706333,Rest of the World
Antigua and Barbuda,1991,male,15-24 years,0,6401,0.0,481706333.0,7976,Generation X,1,1,0.481706333,Rest of the World
Antigua and Barbuda,1991,male,25-34 years,0,6156,0.0,481706333.0,7976,Boomers,2,1,0.481706333,Rest of the World
Antigua and Barbuda,1991,male,35-54 years,0,6122,0.0,481706333.0,7976,Boomers,3,1,0.481706333,Rest of the World
Antigua and Barbuda,1991,male,5-14 years,0,6818,0.0,481706333.0,7976,Millennials,0,1,0.481706333,Rest of the World
Antigua and Barbuda,1991,male,55-74 years,0,2857,0.0,481706333.0,7976,Silent,4,1,0.481706333,Rest of the World
Antigua and Barbuda,1991,male,75+ years,0,804,0.0,481706333.0,7976,G.I. Generation,5,1,0.481706333,Rest of the World
Antigua and Barbuda,1992,female,15-24 years,0,6369,0.0,499281148.0,8087,Generation X,1,0,0.499281148,Rest of the World
Antigua and Barbuda,1992,female,25-34 years,0,6650,0.0,499281148.0,8087,Boomers,2,0,0.499281148,Rest of the World
Antigua and Barbuda,1992,female,35-54 years,0,6534,0.0,499281148.0,8087,Boomers,3,0,0.499281148,Rest of the World
Antigua and Barbuda,1992,female,5-14 years,0,7311,0.0,499281148.0,8087,Millennials,0,0,0.499281148,Rest of the World
Antigua and Barbuda,1992,female,55-74 years,0,3648,0.0,499281148.0,8087,Silent,4,0,0.499281148,Rest of the World
Antigua and Barbuda,1992,female,75+ years,0,1339,0.0,499281148.0,8087,G.I. Generation,5,0,0.499281148,Rest of the World
Antigua and Barbuda,1992,male,15-24 years,0,6221,0.0,499281148.0,8087,Generation X,1,1,0.499281148,Rest of the World
Antigua and Barbuda,1992,male,25-34 years,0,6409,0.0,499281148.0,8087,Boomers,2,1,0.499281148,Rest of the World
Antigua and Barbuda,1992,male,35-54 years,0,6497,0.0,499281148.0,8087,Boomers,3,1,0.499281148,Rest of the World
Antigua and Barbuda,1992,male,5-14 years,0,7059,0.0,499281148.0,8087,Millennials,0,1,0.499281148,Rest of the World
Antigua and Barbuda,1992,male,55-74 years,0,2851,0.0,499281148.0,8087,Silent,4,1,0.499281148,Rest of the World
Antigua and Barbuda,1992,male,75+ years,0,853,0.0,499281148.0,8087,G.I. Generation,5,1,0.499281148,Rest of the World
Antigua and Barbuda,1993,male,25-34 years,1,6668,15.0,535172778.0,8453,Boomers,2,1,0.535172778,Rest of the World
Antigua and Barbuda,1993,female,15-24 years,0,6182,0.0,535172778.0,8453,Generation X,1,0,0.535172778,Rest of the World
Antigua and Barbuda,1993,female,25-34 years,0,6914,0.0,535172778.0,8453,Boomers,2,0,0.535172778,Rest of the World
Antigua and Barbuda,1993,female,35-54 years,0,6917,0.0,535172778.0,8453,Boomers,3,0,0.535172778,Rest of the World
Antigua and Barbuda,1993,female,5-14 years,0,7529,0.0,535172778.0,8453,Millennials,0,0,0.535172778,Rest of the World
Antigua and Barbuda,1993,female,55-74 years,0,3662,0.0,535172778.0,8453,Silent,4,0,0.535172778,Rest of the World
Antigua and Barbuda,1993,female,75+ years,0,1386,0.0,535172778.0,8453,G.I. Generation,5,0,0.535172778,Rest of the World
Antigua and Barbuda,1993,male,15-24 years,0,6069,0.0,535172778.0,8453,Generation X,1,1,0.535172778,Rest of the World
Antigua and Barbuda,1993,male,35-54 years,0,6915,0.0,535172778.0,8453,Boomers,3,1,0.535172778,Rest of the World
Antigua and Barbuda,1993,male,5-14 years,0,7298,0.0,535172778.0,8453,Millennials,0,1,0.535172778,Rest of the World
Antigua and Barbuda,1993,male,55-74 years,0,2879,0.0,535172778.0,8453,Silent,4,1,0.535172778,Rest of the World
Antigua and Barbuda,1993,male,75+ years,0,896,0.0,535172778.0,8453,G.I. Generation,5,1,0.535172778,Rest of the World
Antigua and Barbuda,1994,female,15-24 years,0,6083,0.0,589429593.0,9062,Generation X,1,0,0.589429593,Rest of the World
Antigua and Barbuda,1994,female,25-34 years,0,7151,0.0,589429593.0,9062,Boomers,2,0,0.589429593,Rest of the World
Antigua and Barbuda,1994,female,35-54 years,0,7357,0.0,589429593.0,9062,Boomers,3,0,0.589429593,Rest of the World
Antigua and Barbuda,1994,female,5-14 years,0,7722,0.0,589429593.0,9062,Millennials,0,0,0.589429593,Rest of the World
Antigua and Barbuda,1994,female,55-74 years,0,3715,0.0,589429593.0,9062,Silent,4,0,0.589429593,Rest of the World
Antigua and Barbuda,1994,female,75+ years,0,1437,0.0,589429593.0,9062,G.I. Generation,5,0,0.589429593,Rest of the World
Antigua and Barbuda,1994,male,15-24 years,0,5976,0.0,589429593.0,9062,Generation X,1,1,0.589429593,Rest of the World
Antigua and Barbuda,1994,male,25-34 years,0,6886,0.0,589429593.0,9062,Boomers,2,1,0.589429593,Rest of the World
Antigua and Barbuda,1994,male,35-54 years,0,7359,0.0,589429593.0,9062,Boomers,3,1,0.589429593,Rest of the World
Antigua and Barbuda,1994,male,5-14 years,0,7494,0.0,589429593.0,9062,Millennials,0,1,0.589429593,Rest of the World
Antigua and Barbuda,1994,male,55-74 years,0,2935,0.0,589429593.0,9062,Silent,4,1,0.589429593,Rest of the World
Antigua and Barbuda,1994,male,75+ years,0,929,0.0,589429593.0,9062,G.I. Generation,5,1,0.589429593,Rest of the World
Antigua and Barbuda,1995,female,15-24 years,0,6099,0.0,577280741.0,8636,Generation X,1,0,0.577280741,Rest of the World
Antigua and Barbuda,1995,female,25-34 years,0,7333,0.0,577280741.0,8636,Generation X,2,0,0.577280741,Rest of the World
Antigua and Barbuda,1995,female,35-54 years,0,7851,0.0,577280741.0,8636,Boomers,3,0,0.577280741,Rest of the World
Antigua and Barbuda,1995,female,5-14 years,0,7885,0.0,577280741.0,8636,Millennials,0,0,0.577280741,Rest of the World
Antigua and Barbuda,1995,female,55-74 years,0,3808,0.0,577280741.0,8636,Silent,4,0,0.577280741,Rest of the World
Antigua and Barbuda,1995,female,75+ years,0,1488,0.0,577280741.0,8636,G.I. Generation,5,0,0.577280741,Rest of the World
Antigua and Barbuda,1995,male,15-24 years,0,5953,0.0,577280741.0,8636,Generation X,1,1,0.577280741,Rest of the World
Antigua and Barbuda,1995,male,25-34 years,0,7023,0.0,577280741.0,8636,Generation X,2,1,0.577280741,Rest of the World
Antigua and Barbuda,1995,male,35-54 years,0,7809,0.0,577280741.0,8636,Boomers,3,1,0.577280741,Rest of the World
Antigua and Barbuda,1995,male,5-14 years,0,7632,0.0,577280741.0,8636,Millennials,0,1,0.577280741,Rest of the World
Antigua and Barbuda,1995,male,55-74 years,0,3021,0.0,577280741.0,8636,Silent,4,1,0.577280741,Rest of the World
Antigua and Barbuda,1995,male,75+ years,0,944,0.0,577280741.0,8636,G.I. Generation,5,1,0.577280741,Rest of the World
Antigua and Barbuda,1998,female,15-24 years,0,6529,0.0,727860593.0,10078,Generation X,1,0,0.727860593,Rest of the World
Antigua and Barbuda,1998,female,25-34 years,0,8332,0.0,727860593.0,10078,Generation X,2,0,0.727860593,Rest of the World
Antigua and Barbuda,1998,female,35-54 years,0,9615,0.0,727860593.0,10078,Boomers,3,0,0.727860593,Rest of the World
Antigua and Barbuda,1998,female,5-14 years,0,8183,0.0,727860593.0,10078,Millennials,0,0,0.727860593,Rest of the World
Antigua and Barbuda,1998,female,55-74 years,0,3921,0.0,727860593.0,10078,Silent,4,0,0.727860593,Rest of the World
Antigua and Barbuda,1998,female,75+ years,0,1476,0.0,727860593.0,10078,G.I. Generation,5,0,0.727860593,Rest of the World
Antigua and Barbuda,1998,male,15-24 years,0,5916,0.0,727860593.0,10078,Generation X,1,1,0.727860593,Rest of the World
Antigua and Barbuda,1998,male,25-34 years,0,7294,0.0,727860593.0,10078,Generation X,2,1,0.727860593,Rest of the World
Antigua and Barbuda,1998,male,35-54 years,0,9086,0.0,727860593.0,10078,Boomers,3,1,0.727860593,Rest of the World
Antigua and Barbuda,1998,male,5-14 years,0,7706,0.0,727860593.0,10078,Millennials,0,1,0.727860593,Rest of the World
Antigua and Barbuda,1998,male,55-74 years,0,3213,0.0,727860593.0,10078,Silent,4,1,0.727860593,Rest of the World
Antigua and Barbuda,1998,male,75+ years,0,954,0.0,727860593.0,10078,G.I. Generation,5,1,0.727860593,Rest of the World
